title,date,category,link
Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,2024-09-13,Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,https://oig.hhs.gov/fraud/enforcement/geriatric-nursing-assistant-sentenced-for-theft-involving-nursing-facility-residents-debit-card/
Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,2024-09-13,Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,https://oig.hhs.gov/fraud/enforcement/sioux-city-mental-health-counselor-arrested-for-fraudulent-billing-insurance-and-medicaid/
Walgreens Agrees To Pay $106.8M To Resolve Allegations It Billed The Government For Prescriptions Never Dispensed,2024-09-13,Walgreens Agrees To Pay $106.8M To Resolve Allegations It Billed The Government For Prescriptions Never Dispensed,https://oig.hhs.gov/fraud/enforcement/walgreens-agrees-to-pay-1068m-to-resolve-allegations-it-billed-the-government-for-prescriptions-never-dispensed/
California Addiction Treatment Facility Operator Convicted Of Paying Nearly $2.9M In Illegal Kickbacks,2024-09-13,California Addiction Treatment Facility Operator Convicted Of Paying Nearly $2.9M In Illegal Kickbacks,https://oig.hhs.gov/fraud/enforcement/california-addiction-treatment-facility-operator-convicted-of-paying-nearly-29m-in-illegal-kickbacks/
Licensed Professional Counselor Indicted In $2 Million Health Care Fraud Scheme,2024-09-13,Licensed Professional Counselor Indicted In $2 Million Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/licensed-professional-counselor-indicted-in-2-million-health-care-fraud-scheme/
Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,2024-09-16,Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-fraud-and-stealing-from-vulnerable-adult/
"Dunes Surgical Hospital and USP Siouxland Agreed to Pay $267,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Above Fair Market Value for Services",2024-09-16,"Dunes Surgical Hospital and USP Siouxland Agreed to Pay $267,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Above Fair Market Value for Services",https://oig.hhs.gov/fraud/enforcement/dunes-surgical-hospital-and-usp-siouxland-agreed-to-pay-267000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-office-space-and-above-fair-market-value-for-services/
South Dakota Surgical Hospital Agrees To Pay More Than $12.7M To Resolve Alleged False Claims Act Violations,2024-09-16,South Dakota Surgical Hospital Agrees To Pay More Than $12.7M To Resolve Alleged False Claims Act Violations,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-agrees-to-pay-more-than-127m-to-resolve-alleged-false-claims-act-violations/
East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,2024-09-17,East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,https://oig.hhs.gov/fraud/enforcement/east-lansing-caregiver-sentenced-for-role-in-freezing-death-of-elderly-woman/
Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,2024-09-17,Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-conspiracy-to-illegally-using-a-drug-enforcement-administration-registration-number-issued-to-another/
South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,2024-09-17,South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-and-united-surgical-partners-international-agree-to-pay-more-than-127-million-to-resolve-alleged-false-claims-act-violations/
Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,2024-09-17,Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,https://oig.hhs.gov/fraud/enforcement/managers-of-suburban-chicago-youth-counseling-center-sentenced-to-prison-for-defrauding-illinois-medicaid-out-of-25-million/
"Maryland Man Sentenced For Selling Fraudulent Nursing Diplomas, Transcripts And Nursing Licenses",2024-09-18,"Maryland Man Sentenced For Selling Fraudulent Nursing Diplomas, Transcripts And Nursing Licenses",https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-selling-fraudulent-nursing-diplomas-transcripts-and-nursing-licenses/
Doctor Charged In $32.7M Medicare Fraud Scheme,2024-09-18,Doctor Charged In $32.7M Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-327m-medicare-fraud-scheme/
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,2024-09-18,Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,https://oig.hhs.gov/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/
Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,2024-09-18,Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,https://oig.hhs.gov/fraud/enforcement/oak-street-health-agrees-to-pay-60m-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks-to-insurance-agents-in-medicare-advantage-patient-recruitment-scheme/
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,2024-09-18,Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/
Philadelphia Woman Sentenced To 20 Months In Prison For Conspiring To Defraud Medicaid,2024-09-19,Philadelphia Woman Sentenced To 20 Months In Prison For Conspiring To Defraud Medicaid,https://oig.hhs.gov/fraud/enforcement/philadelphia-woman-sentenced-to-20-months-in-prison-for-conspiring-to-defraud-medicaid/
"Medical Device Distributor To Pay $1,019,000 To Resolve False Claims Act Liability Arising From Billing Of “P-Stim” Devices",2024-09-19,"Medical Device Distributor To Pay $1,019,000 To Resolve False Claims Act Liability Arising From Billing Of “P-Stim” Devices",https://oig.hhs.gov/fraud/enforcement/medical-device-distributor-to-pay-1019000-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/
Tallahassee Woman Arrested for Defrauding Medicaid Program,2024-09-20,Tallahassee Woman Arrested for Defrauding Medicaid Program,https://oig.hhs.gov/fraud/enforcement/tallahassee-woman-arrested-for-defrauding-medicaid-program/
Nine Individuals Indicted In $28 Million Illegal Opioid Distribution Conspiracy Three Doctors and A Clinic Owner Among Those Indicted,2024-09-20,Nine Individuals Indicted In $28 Million Illegal Opioid Distribution Conspiracy Three Doctors and A Clinic Owner Among Those Indicted,https://oig.hhs.gov/fraud/enforcement/nine-individuals-indicted-in-28-million-illegal-opioid-distribution-conspiracy-three-doctors-and-a-clinic-owner-among-those-indicted/
"Michael G. Valpiani, MD AZ, and Dr. Michael G. Valpiani Agreed to Pay $296,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2024-09-23,"Michael G. Valpiani, MD AZ, and Dr. Michael G. Valpiani Agreed to Pay $296,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",https://oig.hhs.gov/fraud/enforcement/michael-g-valpiani-md-az-and-dr-michael-g-valpiani-agreed-to-pay-296000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/
"Hope Pharmacy Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",2024-09-23,"Hope Pharmacy Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",https://oig.hhs.gov/fraud/enforcement/hope-pharmacy-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-waived-copayments/
Home Health Care Companies Owner Convicted Of Medicaid Fraud,2024-09-23,Home Health Care Companies Owner Convicted Of Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/home-health-care-companies-owner-convicted-of-medicaid-fraud/
Attorney General Alan Wilson announces Irmo woman charged with stealing from Charleston nursing home resident,2024-09-24,Attorney General Alan Wilson announces Irmo woman charged with stealing from Charleston nursing home resident,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-irmo-woman-charged-with-stealing-from-charleston-nursing-home-resident/
"Digestive Health Partners Agreed to Pay $74,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Drugs and Services",2024-09-24,"Digestive Health Partners Agreed to Pay $74,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Drugs and Services",https://oig.hhs.gov/fraud/enforcement/digestive-health-partners-agreed-to-pay-74000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-drugs-and-services/
Seven People Charged With Over $40 Million In Medicare And Medicaid Fraud,2024-09-24,Seven People Charged With Over $40 Million In Medicare And Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/seven-people-charged-with-over-40-million-in-medicare-and-medicaid-fraud/
"Big South Fork Medical Center Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",2024-09-24,"Big South Fork Medical Center Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",https://oig.hhs.gov/fraud/enforcement/big-south-fork-medical-center-agreed-to-pay-60000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/
Texas Businessman Accused of $1.9 Million COVID Test Kit Fraud,2024-09-25,Texas Businessman Accused of $1.9 Million COVID Test Kit Fraud,https://oig.hhs.gov/fraud/enforcement/texas-businessman-accused-of-19-million-covid-test-kit-fraud/
Over 100 Defendants Federally Charged With Fraud Related To The COVID-19 Pandemic,2024-09-25,Over 100 Defendants Federally Charged With Fraud Related To The COVID-19 Pandemic,https://oig.hhs.gov/fraud/enforcement/over-100-defendants-federally-charged-with-fraud-related-to-the-covid-19-pandemic/
Former Pharmacy Chief Financial Officer and Former Pharmacy President Admit Roles in $33 Million Pharmacy Compounded Medication Scheme,2024-09-25,Former Pharmacy Chief Financial Officer and Former Pharmacy President Admit Roles in $33 Million Pharmacy Compounded Medication Scheme,https://oig.hhs.gov/fraud/enforcement/former-pharmacy-chief-financial-officer-and-former-pharmacy-president-admit-roles-in-33-million-pharmacy-compounded-medication-scheme/
Prineville Woman Sentenced to Federal Prison for Multi-Million Dollar Drug Treatment Fraud Scheme,2024-09-25,Prineville Woman Sentenced to Federal Prison for Multi-Million Dollar Drug Treatment Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/prineville-woman-sentenced-to-federal-prison-for-multi-million-dollar-drug-treatment-fraud-scheme/
USAO NDWV Secures False Claims Act Settlement Relating to Use of Amniotic Fluid Injections for Pain Management,2024-09-25,USAO NDWV Secures False Claims Act Settlement Relating to Use of Amniotic Fluid Injections for Pain Management,https://oig.hhs.gov/fraud/enforcement/usao-ndwv-secures-false-claims-act-settlement-relating-to-use-of-amniotic-fluid-injections-for-pain-management/
27 Individuals Indicted for Buying and Selling Wholesale Quantities of Misbranded and Diverted Prescription Drugs Resold to the Public Through Retail Pharmacies in Puerto Rico,2024-09-25,27 Individuals Indicted for Buying and Selling Wholesale Quantities of Misbranded and Diverted Prescription Drugs Resold to the Public Through Retail Pharmacies in Puerto Rico,https://oig.hhs.gov/fraud/enforcement/27-individuals-indicted-for-buying-and-selling-wholesale-quantities-of-misbranded-and-diverted-prescription-drugs-resold-to-the-public-through-retail-pharmacies-in-puerto-rico/
"Ra Medical Systems, Inc. & Physicians Pay Over $8 Million to Resolve False Claims Act Allegations of Illegal Kickbacks",2024-09-25,"Ra Medical Systems, Inc. & Physicians Pay Over $8 Million to Resolve False Claims Act Allegations of Illegal Kickbacks",https://oig.hhs.gov/fraud/enforcement/ra-medical-systems-inc-physicians-pay-over-8-million-to-resolve-false-claims-act-allegations-of-illegal-kickbacks/
"$2,125,640 Recouped in Civil Settlements for Violations of the False Claims Act from Local Pharmacies in Cidra and Florida, Puerto Rico",2024-09-25,"$2,125,640 Recouped in Civil Settlements for Violations of the False Claims Act from Local Pharmacies in Cidra and Florida, Puerto Rico",https://oig.hhs.gov/fraud/enforcement/2125640-recouped-in-civil-settlements-for-violations-of-the-false-claims-act-from-local-pharmacies-in-cidra-and-florida-puerto-rico/
Virginia-Based Defense Contractor To Pay $2.25 Million Fine for Bribery Conspiracy,2024-09-25,Virginia-Based Defense Contractor To Pay $2.25 Million Fine for Bribery Conspiracy,https://oig.hhs.gov/fraud/enforcement/virginia-based-defense-contractor-to-pay-225-million-fine-for-bribery-conspiracy/
